listing_name,categories,seniority,required_skills
Senior Data Scientist,Data,Senior,"['Data', 'Computer science', 'Cybersecurity', 'data analytics', 'spl', 'Cloud', 'Python', 'Bash', 'Windows', 'Linux']"
Senior AWS Cloud Engineer (Java),Python,Senior,"['Polish', 'English', 'Python', 'AWS', 'Microservice Architecture', 'API', 'Java', 'Docker', 'Elasticsearch', 'DevOps']"
Lead Python Engineer,Python,Senior,"['Python', 'Django', 'Spark', 'Flask', 'Big Data', 'Data Science']"
Automation Tester - Tribe Billing,Testing,Mid,"['Robot Framework', 'Python', 'JIRA', 'Git', 'Confluence']"
Senior Data Engineer,Data,Senior,"['Python', 'SQL', 'ETL tools']"
QA Engineer with Automation,Testing,Mid,"['Testing', 'Python', 'Test Automation', 'Cucumber', 'Mobile App Testing', 'JIRA']"
Value-added service Engineer,Admin,Mid,"['vas', 'SMSC', 'IMS', 'vPBX', 'Perl', 'Python', 'Bash', 'Linux']"
Python Developer / ML Engineer,Python,Mid,"['Python', 'Machine Learning', 'Databricks', 'PySpark', 'Spark', 'SQL', 'Azure']"
Mid AWS Data Engineer,Data,Mid,"['Amazon AWS', 'Big Data', 'Linux', 'Python', 'PostgreSQL', 'Git']"
Software Engineer,Python,Senior,"['Python', 'C++', 'Node.js']"
Python Dev - in-house Engineering Tools,Python,Mid,"['pytest', 'Pandas', 'AI/ML', 'Git', 'dash', 'Django', 'Flask', 'Selenium', 'Java', 'CI/CD']"
Senior Operations Engineer & Team Lead - remote,Pm,Senior,"['Linux', 'English', 'HTTP', 'Ruby', 'Python', 'Unix']"
Mentor / Trener kursu Python,Python,Mid,['Python']
Devops Engineer / Linux administrator,Devops,Senior,"['Linux', 'Docker', 'Kubernetes', 'CI/DC', 'GitLab', 'Terraform', 'Amazon AWS', 'NGINX', 'Bash', 'Python']"
Senior QA Automation Engineer,Testing,Senior,"['Python', 'English', 'Robot Framework', 'REST API']"
Technical Support Lead,Support,Senior,"['Technical Support', 'API', 'SQL', 'English', 'NoSQL', 'MongoDB', 'Java', 'Scala', 'Python']"
Computer Vision & Machine Learning Engineer/Researcher,Python,Mid,"['Python', 'Deep Learning', 'PyTorch', 'Computer Vision', 'Machine Learning', 'Docker', 'TensorFlow']"
DevOps/MLOps Engineer,Devops,Mid,"['Python', 'Docker', 'Cloud', 'Kubernetes', 'Ansible', 'Terraform']"
Junior Computer Vision Engineer,Python,Junior,"['Python', 'Deep Learning', 'Machine Learning', 'PyTorch', 'Computer Vision', 'Docker', 'TensorFlow']"
GCP Data Engineer,Python,Senior,"['Python', 'Data', 'GCP', 'CI/CD']"
Lead Test Automation Engineer,Testing,Senior,"['Test planning', 'Testing Analysis', 'Python/Java']"
Site Reliability Engineer (DevOps),Devops,Mid,"['Java', 'Linux', 'Puppet', 'Jenkins', 'Ansible', 'Elasticsearch', 'Kibana', 'Python', 'Ruby', 'Go']"
Senior DevOps Engineer,Devops,Senior,"['AWS', 'Kubernetes', 'Python', 'Go', 'Bash']"
Staff DevOps Engineer,Devops,Senior,"['Data streaming tools', 'Linux', 'Terraform', 'Docker', 'CI/CD', 'MySQL or Postgres', 'Teamwork', 'Ruby or Python', 'Polish', 'English']"
Python Developer,Python,Senior,"['Python', 'REST API', 'Swagger']"
Data Engineer,Data,Senior,"['Python', 'Data Integration', 'ETL tools', 'Spark', 'AWS', 'Java', 'Hadoop', 'Kafka', 'NIFI']"
DevOps/Cloud Engineer,Devops,Mid,"['AWS', 'Terraform', 'CI/CD', 'Docker/Kubernetes', 'Python']"
Senior System Integration Test Engineer,Testing,Senior,"['Python', 'Linux OS']"
Site Reliability Engineer,Devops,Mid,"['Linux', 'Python / Golang', 'Terraform', 'Google Cloud Platform', 'Reliability Engineering', 'Puppet', 'Ansible', 'CI/CD', 'Troubleshooting', 'Monitoring Tools']"
Staff Python Backend Engineer,Python,Senior,"['Python', 'Backend', 'Databases', 'Linux / Unix', 'Children']"
Linux Administrator,Admin,Mid,"['RHEL', 'Bash', 'Python', 'Ansible', 'Git', 'Kubernetes']"
System Integration Cloud Specialist,Devops,Mid,"['Hardware', 'Software Development', 'Cloud', 'TCP', 'IP', 'Docker', 'OpenShift', 'Test Automation', 'Python']"
Test System Developer,Testing,Mid,"['LabView', 'English', 'Testing', 'Python']"
Data Engineer,Data,Mid,"['Data Science', 'Python', 'SQL', 'Git', 'pytest', 'NumPy', 'ScikitLearn', 'Pandas', 'Azure Data Factory', 'Docker']"
Applications Administrator,Admin,Mid,"['Linux', 'Bash', 'Perl', 'Python', 'Ansible']"
Junior Data Scientist,Data,Junior,"['English', 'NLP', 'TensorFlow', 'Git', 'Python']"
Senior/Lead Data Scientist,Data,Senior,"['Machine Learning', 'Python', 'SQL', 'NLP', 'Computer Vision', 'AWS', 'TensorFlow', 'Spark', 'Kubernetes', 'BI tools']"
QA Automation Lead,Testing,Senior,"['Python', 'English', 'Test Automation', 'Robot Framework', 'Team Leadership']"
Mid Data Analyst & Engineer (Python&SQL),Python,Mid,"['Python', 'SQL', 'Schema Design', 'Redshift', 'PostgreSQL', 'AWS']"
Senior QA Engineer,Testing,Senior,"['JavaScript', 'Cypress', 'CI/CD', 'AWS', 'Python']"
Software Engineer (Python Developer),Python,Mid,"['Python', 'SQL', 'NoSQL', 'Java', 'AWS']"
Remote Mid Data Engineer with Python,Python,Mid,"['Python', 'SQL', 'Scala', 'Databases', 'Apache Spark', 'Apache Airflow', 'NoSQL']"
Mid Python Developer,Python,Mid,"['Python', 'REST API', 'Django', 'Flask', 'Git', 'AWS']"
Senior Jira and Confluence Administrator,Admin,Mid,"['JIRA', 'Confluence', 'Bash', 'Groovy', 'Python', 'Linux']"
Jira and Confluence Administrator,Admin,Mid,"['JIRA', 'Confluence', 'Bash', 'Python', 'Groovy', 'Linux']"
Full Stack Developer (Python + Vue),Python,Mid,"['Python', 'Vue.js', 'pytest', 'PostreSQL', 'AWS']"
QA Engineer (REMOTE),Testing,Senior,"['Automated Testing', 'CI/CD', 'Python', 'PHP']"
Python Developer (mid/senior),Python,Mid,"['Django', 'SQL', 'Software Architecture', 'React', 'Docker', 'AWS']"
AWS Data Engineer,Python,Mid,"['Python', 'AWS', 'EC2', 's3', 'Lambdas', 'API Gateway']"
Senior DevOps Engineer,Devops,Senior,"['AWS', 'Terraform', 'Ansible', 'Python', 'Linux', 'Docker', 'Kubernetes', 'Google Cloud']"
Python Developer,Python,Mid,"['Python', 'Web Applications', 'Microservices', 'SQL', 'REST API', 'Docker', 'React', 'Microsoft Azure', 'Apache Kafka', 'RabbitMQ']"
Data Engineer AI ML Chatbot,Data,Mid,"['Python', 'AI', 'ML']"
Junior Python Developer,Python,Junior,"['Python', 'Linux', 'Git', 'REST', 'DevOps', 'Microservices']"
Senior Cloud & Hosting services Engineer,Python,Senior,"['Java', 'Python', 'Git', 'Node', 'Terraform', 'Cloud', 'Linux']"
Backend Python Developer,Python,Mid,"['Python', 'HTTP protocol', 'TCP', 'Ansible', 'Puppet']"
Technical Lead,Other,Mid,"['Leadership', 'Software Development', 'Problem Solving', 'Communication Skills', 'Analytics', 'Python', 'PHP', 'C#', 'Management', 'JavaScript']"
Data Architect- Team Lead,Data,Senior,"['ETL tools', 'SQL', 'Python', 'Apache Spark']"
Big Data Engineer,Data,Mid,"['Python', 'ETL', 'MySQL']"
ASR/NLP Research Engineer (Mid or SR),Python,Senior,"['Python 3.11', 'Machine Learning', 'Algorithms', 'PyTorch', 'NLP', 'Azure', 'TensorFlow']"
Junior Data Engineer,Data,Junior,"['SQL', 'T-SQL', 'Python', 'SSIS', 'Airflow', 'Azure']"
Tester oprogramowania,Testing,Mid,"['Manual Testing', 'Web Application Testing', 'Mobile App Testing', 'JIRA', 'Postman', 'API', 'Test Automation', 'Python', 'JavaScript', 'Git']"
System Engineer (DevOps),Devops,Senior,"['AWS/Azure/GCP', 'Docker', 'Kubernetes', 'Terraform', 'Ansible', 'English', 'Python', 'Oracle Cloud']"
RPA Developer Robotic Process Automation,Python,Junior,"['Python', 'Selenium', 'MySQL']"
Data Scientist / Data Science Advisor,Python,Mid,"['Data Science / ML', 'Python', 'Feature Engineering']"
Programista Python i C/C++,Python,Junior,"['Python', 'C', 'C++', 'Git']"
SDK Engineering Manager,Pm,Senior,"['REST API', 'JavaScript', 'TypeScript', 'Rust', 'C', 'Python']"
Python Team Lead (Tagging Tools Lead),Python,Senior,"['Python', 'Django', 'Team Leadership', 'SQL', 'NoSQL', 'Machine Learning']"
Mid/Sr Fullstack Developer (Python + JS),Python,Senior,"['JavaScript', 'React', 'Python', 'UI/UX']"
Site Reliability Engineer,Devops,Senior,"['Docker', 'Kubernetes', 'Azure', 'Ansible', 'Chef', 'Puppet', 'Go', 'Python', 'Groovy', 'Bash']"
Senior Software Engineer,Python,Senior,"['Linux', 'Python', 'Rust']"
Data Engineer,Data,Senior,"['Power BI', 'Python', 'R', 'SQL']"
Senior Machine Learning Engineer,Python,Senior,"['Python', 'SQL', 'Machine Learning', 'AWS']"
Solution Architect - Data and Analytics,Architecture,Senior,"['AWS', 'Python', 'Microservices', 'Architecture', 'Data Mesh']"
Backend Engineer w/ Python (REMOTE),Python,Mid,"['Python', 'Django']"
Senior QA Engineer,Python,Senior,"['Python', 'pytest', 'REST API', 'Jenkins', 'GitLab', 'SQL']"
Junior Odoo Developer,Python,Junior,"['Odoo', 'Python', 'PostgreSQL', 'HTML', 'JavaScript', 'Git', 'Azure DevOps']"
Software Development Engineer in Test,Testing,Mid,"['Python', 'Java', 'JS', 'TS', 'E2E', 'AWS', 'CI/CD', 'REST API', 'English', 'Microservices']"
Administrator Linux (Red Team Member),Admin,Mid,"['Linux', 'Bash', 'C&C servers', 'Python', 'Ruby']"
QA Engineer,Testing,Mid,"['Selenium', 'C#', 'REST API', 'Postman', 'Python']"
Senior Software Development Engineer,Python,Senior,"['Python/ Ruby/ Go/ C/ C++', 'MySQL', 'PostgreSQL', 'AWS']"
Quality Assurance Engineer,Testing,Mid,"['Python', 'Git', 'JIRA']"
QA Automation Engineer,Testing,Senior,"['Cypress', 'Locust', 'TypeScript', 'Python', 'English']"
Remote Mid/Senior Python Dev | may team,Python,Senior,"['Django', 'Linux', 'Git', 'JavaScript', 'CSS', 'HTML', 'DevOps', 'AWS', 'Elasticsearch', 'PostgreSQL']"
Machine Learning Ops Engineer,Python,Mid,['Python 3']
Full Stack Developer (React + Python),Python,Mid,"['React', 'Python 3.x', 'HTML5', 'Functional Programming', 'Unit Testing']"
Senior Data Engineer,Python,Mid,"['Python', 'ETL', 'Linux', 'SQL', 'Apache Spark']"
Senior Data Engineer,Data,Senior,"['Problem Solving', 'TensorFlow', 'PyTorch', 'Python', 'MongoDB', 'MySQL', 'PostgreSQL']"
Python/Java Developer (Mid/Sr) Remote,Python,Mid,"['Python', 'Java', 'AWS', 'REST API', 'English', 'NoSQL', 'Azure', 'GCP', 'Microservices', 'SaaS']"
DevOps Engineer with Data Mid+,Devops,Mid,"['Python', 'CI/CD', 'Big Data', 'AWS Glue', 'Terraform', 'Kubernetes', 'MS Azure', 'Cloudera Data Platform', 'Cloudera HDP', 'AWS Redshift']"
Senior Python Developer,Python,Senior,"['Rdmbs', 'NoSQL', 'REST']"
Software Engineer ,Devops,Mid,"['GIS', 'SQL', 'JavaScript', 'LOD', 'PHP', 'Python']"
Cloud Engineer,Python,Mid,"['Google Cloud', 'Kubernetes', 'Terraform', 'GitLab', 'Linux', 'Bash', 'Python', 'GitOPS']"
DevOps Engineer,Devops,Mid,"['CI/CD', 'Docker', 'Kubernetes', 'Terraform', 'Python/Bash']"
Data Analyst with programming skills,Data,Mid,"['Python', 'SQL', 'R']"
R&D engineer,Python,Mid,"['Algorithms', 'Python', 'Image Processing', 'Machine Learning', 'C++', 'IoT', 'Big Data', 'Data Science', 'Go', 'Distributed systems']"
Lead DevOps Engineer,Devops,Senior,"['DevOps', 'Problem Solving', 'Analytical Thinking', 'Teamwork', 'Team Leadership', 'CI/CD', 'Experience in scripting and automation', 'English', 'Python']"
Systems Administrator,Admin,Mid,"['Linux', 'Red Hat', 'Bash', 'Python', 'Cisco', 'Ansible']"
AWS DevOps Engineer,Devops,Mid,"['Docker', 'K8S', 'Jenkins', 'Bash', 'Python', 'Terraform', 'Amazon AWS', 'Golang']"
DevSecOps Engineer,Devops,Mid,"['AWS', 'Terraform', 'GitLab', 'Jenkins', 'Python']"
Senior Python Engineer at Orca Security,Python,Senior,"['Python', 'AWS', 'Kubernetes']"
Python Developer,Python,Mid,"['Pyhon', 'Django', 'Git', 'Linux', 'TypeScript']"
Python Developer,Python,Mid,"['Python', 'Scripting', 'Linux (Debian)', 'SQL']"
Python Developer,Python,Mid,"['Git', 'Python', 'Django / Twisted / Flask']"
Site Reliability Engineer,Devops,Senior,"['Python', 'English', 'Terraform', 'AWS']"
Senior System & Network Administrator,Admin,Senior,"['Linux', 'IT Security', 'Bash', 'Python', 'Networking', 'Virtualization']"
ML Engineering Manager,Data,Senior,"['Data Science', 'Machine Learning', 'Python', 'AWS', 'People Management']"
Senior Support Engineer,Support,Senior,"['Technical Support', 'English', 'API', 'SQL', 'NoSQL', 'MongoDB', 'Java', 'Scala', 'Python', 'Bash']"
Data Engineer,Data,Mid,"['English', 'SQL', 'Python', 'cloud-based ETL/ELT tools', 'Linux']"
Tester (motoryzacja),Testing,Mid,"['Testing', 'TypeScript', 'JavaScript', 'Python', 'Java', 'C#', 'C', 'ISTQB', 'German', 'English']"
"Principal, Domain Architect",Architecture,Senior,"['Linux', 'Kubernetes', 'Python/Bash', 'GitLab', 'Ansible', 'SQL', 'NoSQL']"
Mid Data Engineer,Data,Mid,"['Python', 'IoT', 'Azure Databricks', 'Azure Data Lake Store', 'PySpark', 'Airflow', 'English']"
Remote Mid DevOps Engineer,Devops,Mid,"['AWS', 'DevOps', 'Docker', 'Bash', 'Python', 'Git', 'Terraform', 'CI/CD', 'CircleCI']"
Senior Data Engineer,Data,Senior,"['Python', 'SQL', 'AWS', 'Snowflake', 'DBT', 'Data modeling', 'Airflow', 'Docker']"
Junior Python Developer,Python,Junior,"['Python', 'RASA', 'Docker', 'AWS']"
"Senior Data Scientist, Marketing",Data,Senior,"['Marketing-mix modelling', 'SQL', 'Fluent in English', 'Econometrics', 'R', 'Python', 'STATA', 'Mathlab']"
Python Developer,Python,Mid,"['Python', 'Docker', 'PostgreSQL', 'SQLAlchemy', 'GraphQL']"
Test Automation Engineer,Testing,Mid,"['Java', 'Python', 'C#']"
Data Architect,Data,Senior,"['Big Data', 'Java', 'Scala', 'Python', 'Agile']"
Python Backend Developer,Python,Senior,"['Python', 'PostgreSQL', 'PyCharm', 'Jenkins', 'Linux', 'GitHub', 'RabbitMQ', 'Redis', 'MongoDB', 'JavaScript']"
MID Python Backend Developer,Python,Mid,"['Linux', 'Jenkins', 'GitHub', 'RabbitMQ', 'Nagios', 'Ansible', 'ScyllaDB', 'PostgreSQL', 'Redis', 'JavaScript']"
Python Developer (level Senior),Python,Senior,['Python']
DevOps Engineer,Devops,Mid,"['Azure', 'Docker', 'Linux', 'Bash', 'Python', 'Bitbucket', 'CI/CD', 'IaC', 'Kibana', 'MySQL']"
Akademia IT - Data Scientist (Python),Data,Junior,"['Data Science', 'Python', 'Scrum']"
Senior Python Test Automation Engineer,Python,Senior,"['Python', 'Test Automation', 'Selenium WebDriver', 'JavaScript']"
Senior Python Engineer,Python,Senior,"['Python', 'Git', 'SQL', 'AWS Serverless', 'AWS', 'Docker', 'Kubernetes']"
Senior Python Test Automation Engineer,Python,Senior,"['Selenium', 'Cucumber', 'Robot Framework', 'SQL', 'Docker', 'Git', 'Jenkins']"
Data Engineer,Data,Mid,"['Python', 'SQL', 'GraphQL', 'AWS', 'TypeScript', 'Go', 'Rust']"
Engineering Manager,Data,Senior,"['TypeScript', 'Python', 'SQL', 'People Management', 'Golang']"
Senior Data Engineer,Data,Senior,"['JavaScript', 'TypeScript', 'Python', 'SQL', 'GraphQL', 'AWS', 'Snowflake', 'Go']"
"Analytics Engineer, Monetisation",Analytics,Mid,"['SQL', 'Python', 'Java', 'Scala']"
Data Engineer,Data,Mid,"['Python', 'Spark', 'SQL', 'AWS', 'DBT']"
Senior Data Scientist,Data,Senior,"['Python', 'SQL', 'Spark']"
PROGRAMISTA PYTHON,Python,Mid,"['Python', 'Kubernetes', 'OpenShift', 'Docker', 'Azure', 'Google Cloud', 'Linux', 'Scrum', 'Git', 'TDD']"
Backend Python Developer,Python,Mid,"['Python', 'AWS', 'Linux']"
Mid Azure Data Engineer,Data,Mid,"['Azure Data Lake', 'Azure Synapse Analytics', 'Azure Data Factory', 'Spark / pySpark / Python', 'SQL', 'Azure Databricks', 'Azure Stream Analytics', 'Azure Event hub', 'Git/SVN', 'Data Streaming and Kafka']"
Mid Data Analyst & Engineer (Python&SQL),Python,Mid,"['Python', 'SQL', 'Schema Design', 'Redshift', 'PostgreSQL', 'AWS']"
Data Engineer,Data,Mid,"['Apache Spark', 'Cloud', 'JVM', 'Python', 'Big Data', 'Airflow', 'Docker', 'Kubernetes', 'Kafka']"
Embedded Software Tester (C),Testing,Mid,"['vTsystem', 'vTestStudio', 'winIdea', 'Tessy', 'PTC Integrity', 'Eclipse', 'C', 'Python', 'CAPL', 'Embedded']"
Mid Backend Engineer (Python),Python,Mid,"['Python', 'Django', 'Django Rest Framework', 'English', 'AWS', 'Docker', 'Celery']"
Remote Python Developer,Python,Mid,"['Python', 'English', 'HTTP protocol']"
Python FullStack Developer,Python,Senior,"['Python', 'Django', 'ReactJS', 'REST API', 'CI/CD', 'PostgreSQL']"
Technical Support Lead,Support,Senior,"['Technical Support', 'API', 'SQL', 'English', 'NoSQL', 'MongoDB', 'Java', 'Scala', 'Python']"
Senior Automation Tester,Testing,Senior,"['SQL', 'Data Warehousing', 'Python/Powershell/Bash', 'Robot Framework']"
Junior Python Developer,Python,Junior,"['Python', 'Linux', 'Git', 'REST', 'DevOps', 'Microservices']"
Site Reliability Engineer,Devops,Mid,"['Linux', 'Python / Golang', 'Terraform', 'Google Cloud Platform', 'Reliability Engineering', 'Puppet', 'Ansible', 'CI/CD', 'Troubleshooting', 'Monitoring Tools']"
Remote Mid Data Engineer with Python,Python,Mid,"['Python', 'SQL', 'Scala', 'Databases', 'Apache Spark', 'Apache Airflow', 'NoSQL']"
Tester oprogramowania,Testing,Mid,"['Manual Testing', 'Web Application Testing', 'Mobile App Testing', 'JIRA', 'Postman', 'API', 'Test Automation', 'Python', 'JavaScript', 'Git']"
Remote Senior Data Engineer,Python,Senior,"['Python', 'ETL', 'ETL tools', 'Databases', 'ML', 'Data', 'NoSQL', 'Cloud']"
Staff DevOps Engineer,Devops,Senior,"['Data streaming tools', 'Linux', 'Terraform', 'Docker', 'CI/CD', 'MySQL or Postgres', 'Teamwork', 'Ruby or Python', 'Polish', 'English']"
 GoLang Backend Developer ,Python,Mid,"['Golang', 'Python', 'Bash', 'Go', 'databases']"
 Remote Python Developer ,Python,Mid,"['Python', 'Docker', 'Kubernetes', 'SQL']"
 Mid/Senior Python DevOps Engineer ,Devops,Mid,"['Python', 'Bash', 'Varnish', 'Nginx', 'Linux', 'Docker', 'GitLab', 'Celery', 'PostgreSQL', 'Ansible', 'Terraform', 'AWS']"
 BI Reporting  ,Analytics,Mid,"['spotfire', 'Python', 'SQL']"
 Azure Tech Lead ,Analytics,Senior,"['Azure', 'Data Engineering', 'SQL', 'ETL', 'Python', 'Azure Data Factory', 'PySpark', 'Azure Databricks', 'ADLS', 'Azure Synapse', 'DWH', 'CI/CD', 'Cloud environment', 'Proactivity', 'Critical thinking', 'Team Player', 'Leadership and management skills', 'DP-201', 'DP-203', 'AZ-400', 'Technical Leadership and Architecture']"
 Senior Test Automation Engineer (Python) ,Testing,Senior,"['Python', 'Selenium', 'pytest', 'QA', 'CI/CD', 'Kubernetes', 'AWS', 'Cypress']"
 DevOps Engineer ,Devops,Mid,"['Bash/Python/Golang', 'Docker', 'Linux', 'CI/CD', 'Kubernetes', 'Terraform', 'PostgreSQL', 'MySQL', 'LAN', 'WAN', 'Grafana', 'Prometheus', 'JVM', 'Elasticsearch', 'GCP', 'AWS']"
 Python Developer ,Python,Mid,"['Python', 'Django', 'REST', 'Docker']"
 Test Engineer for Avigilon Cameras ,Testing,Mid,"['Python', 'Photography']"
 Manager of QA & Automation ,Testing,Senior,"['Selenium', 'Puppeteer', 'Cypress', 'Appium', 'SoapUI', 'Rest-Assured', 'Postman', 'Java', 'JavaScript', 'Python', 'C#', 'SQL', 'Relational database', 'REST', 'SOAP', 'CRM', 'DMS', 'ERP', 'SAP', 'Katalon Studio', 'Tricentis Tosca', 'Micro Focus UFT', 'ISTQB']"
  Senior DevOps Engineer (Azure)  ,Devops,Senior,"['Microservices', 'Docker', 'Kubernetes', 'Linux', 'Windows', 'PowerShell', 'Python', 'Ruby', 'Golang', 'Puppet', 'Progress Chef', 'Protocols', 'Tomcat', 'IIS', 'SQL Server', 'DevOps', 'CI/CD', 'Azure', 'Microsoft Azure', 'Azure Cloud']"
  NLP Engineer  ,Data,Mid,"['Python', 'Linux', 'NLP', 'Machine Learning', 'Keras', 'scikit-learn', 'PyTorch', 'TensorFlow', 'C++']"
 Python Developer ,Python,Mid,"['Python', 'Git', 'Linux', 'Docker', 'SQL', 'Python', 'Django', 'Celery', 'Redis', 'PostgreSQL', 'Google cloud platform']"
 NLP Developer ,Data,Mid,"['Python', 'AI', 'TensorFlow', 'PyTorch', 'Hugging Face', 'Flask', 'NLP', 'FastAPI']"
 Python Developer with Django ,Python,Mid,"['Python', 'Django', 'SQL', 'AWS']"
 ETL Developer ,Data,Mid,"['Azure', 'ETL', 'SQL', 'Data engineering', 'Azure Data Factory', 'Azure Databricks', 'NoSQL', 'FTP', 'Python', 'Kafka', 'Vault', 'Azure Cloud', 'Azure Data', 'Blob Storage', 'Azure DevOps', 'Azure Storage', 'Azure Monitor', 'Git', 'Oracle', 'PowerBI', 'Visual Studio', 'PowerShell', 'Jira', 'Confluence', 'Spark', '.NET', 'SSIS', 'C#']"
 Senior Data Engineer ,Data,Mid,"['ETL', 'Python', 'Airflow', 'AWS', 'GIT', 'SQL', 'Spark', 'Snowflake', 'Hadoop', 'Machine Learning', 'Java', 'Docker', 'Kubernetes', 'AWS S3', 'Amazon EKS', 'Glue', 'Prometheus', 'Grafana', 'CI/CD', 'Tableau']"
 Data Engineer ML ,Data,Senior,"['Python', 'QA', 'AI', 'Machine Learning', 'Microservices', 'PyTorch']"
 Python Developer z chemi / biologi ,Python,Mid,"['Python', 'Git', 'React', 'Docker', 'Linux', 'Django', 'Celery', 'CSS', 'Angular']"
 Data Engineer ,Other,Senior,"['Python', 'Scala', 'AWS', 'Kinesis', 'Kafka', 'Spark', 'PySpark', 'Flink', 'Hadoop', 'Storm', 'Hive', 'GCP', 'Azure', 'SQL', 'Snowflake', 'NoSQL', 'AWS Redshift', 'BigQuery', 'PostgreSQL', 'MySQL', 'MongoDB', 'Apache Airflow', 'Glue', 'Azure Data Factory', 'Talend', 'Azure Data', 'AWS ECS', 'AWS Lambda', 'Informatica', 'Databricks', 'Machine Learning', 'SQL/NoSQL', 'Docker', 'ECS', 'Kubernetes', 'Azure Data Lake', 'Apache Hudi', 'Apache Iceberg', 'Delta lake', 'JSON', 'XML', 'Proto', 'Parquet', 'Avro', 'ORC']"
 Remote Senior Cloud ETL Developer (GCP) ,Data,Senior,"['GCP', 'ETL', 'BigQuery', 'Cloud Composer', 'Airflow', 'Python', 'SQL', 'Java']"
 Senior QA Engineer with Python ,Testing,Senior,"['Python', 'SQL', 'Robot Framework']"
 Snowflake Engineer ,Data,Mid,"['Snowflake', 'DWH', 'SQL', 'Python', 'Java', 'Scala', 'ETL']"
 Junior Python Developer ,Python,Junior,"['Python', 'HTML', 'SQL', 'JavaScript', 'CSS', 'Azure', 'DevOps', 'Odoo', 'Problem solving', 'Proactivity']"
 Data Engineer ,Other,Senior,"['Python', 'AWS Cloud']"
 Data Engineer ,Data,Mid,"['Data engineering', 'Spark', 'SQL', 'Python', 'Big Data', 'dbt', 'AWS Cloud', 'ETL', 'Java', 'Athena', 'Machine Learning']"
 Remote Mid / Senior Security Engineer ,Security,Mid,"['Security', 'SOAR', 'SIEM', 'PAM', 'CASB', 'EDR', 'Linux', 'Windows', 'Unix', 'TCP/IP', 'PowerShell', 'Python', 'AWS', 'Azure', 'GCP', 'CISSP', 'CISM']"
 Medior DevOps Engineer ,Devops,Mid,"['DevOps', 'CI/CD Pipelines', 'Cloud computing', 'AWS', 'Git', 'Python', 'Bash script', 'IaC', 'Jira', 'Terraform', 'Kubernetes', 'Docker']"
 QA Automation Engineer ,Testing,Senior,"['JavaScript', 'Java', 'Python', 'Kotlin', 'Cypress', 'Selenium', 'Microservices', 'HTTP', 'REST API', 'CDN', 'CI/CD']"
 Mid / Senior Data Engineer with SQL ,Data,Mid,"['SQL', 'Spark', 'ETL', 'Data engineering', 'Python', 'Kafka', 'Airflow', 'DevOps', 'Snowflake', 'AWS', 'Azure', 'Azure Data Lake', 'Azure Data Factory', 'AWS Redshift', 'Databricks', 'GCP', 'Google cloud platform', 'BigQuery']"
 Embedded Software Tester ,Testing,Mid,"['C++', 'C', 'Cucumber', 'Appium', 'Selenium', 'Xamarin', 'Python', 'Java', 'Telco']"
 Automation Tester ,Testing,Senior,"['Java EE', 'Selenium', 'Python', 'JavaScript', 'SQL', 'Jira']"
 Python Developer / ML Engineer ,Data,Mid,"['Python', 'Databricks', 'PySpark', 'Spark', 'Machine learning', 'SQL', 'Azure']"
 Senior Full-stack Developer ,Python,Senior,"['Python', 'ES6', 'JavaScript', 'Relational database', 'SQL', 'MongoDB', 'Django', 'Ansible', 'AWS', 'Agile', 'React', 'Redux', 'Scrum']"
 Senior DevOps Engineer (ID: 316) ,Devops,Senior,"['Python', 'Jenkins', 'Conan.io', 'CMake', 'Windows', 'Linux', 'AWS Cloud']"
 Mid/Senior DevOps Engineer ,Devops,Mid,"['Java', 'Python', 'JavaScript', 'TypeScript', 'Kubernetes', 'TLS', 'Grafana', 'Prometheus', 'CloudWatch', 'Jenkins', 'IaaC', 'CloudFormation', 'AWS', 'AWS', 'AWS CDK', 'Go']"
 DevOps Engineer ,Devops,Mid,"['Docker', 'Ansible', 'Linux', 'Terraform', 'Git', 'Shell', 'Puppet', 'Python', 'Groovy', 'Jenkins', 'CI/CD', 'Perforce', 'Virtualization', 'VMware', 'Windows', 'macOS', 'AWS', 'Kubernetes', 'Kafka', 'AWS EC2']"
 Java Software Developer ,Python,Mid,"['Java', 'SQL', 'Linux', 'OOP', 'Git', 'Jenkins', 'Bash', 'Perl', 'Python', 'Spock', 'sbt', 'Eclipse', 'Vaadin']"
 R&D Test Automation Python Developer ,Testing,Mid,"['Python', 'pytest', 'TCP', 'IP', 'VLAN', 'Jenkins', 'Linux', 'Bash']"
 Senior/Lead Data Scientist ,Data,Senior,"['Machine learning', 'Python', 'SQL', 'NLP', 'Computer vision', 'Cloud', 'TensorFlow', 'Spark', 'Kubernetes', 'AWS', 'pandas', 'scikit-learn', 'ETL', 'Keras', 'PyTorch']"
 Mid QA Test Engineer ,Testing,Mid,"['Java', 'BDD', 'TDD', 'Cucumber', 'Appium', 'REST API', 'Spring Boot', 'JavaScript', 'Python']"
 DevOps Engineer ,Devops,Mid,"['Linux', 'Docker', 'Kubernetes', 'Git', 'Google Cloud Platform', 'Python', 'CI/CD']"
 Data Engineer ,Data,Mid,"['Python', 'SQL', 'Spark', 'Hive', 'Big data']"
 Senior GCP DevOps ,Devops,Senior,"['Terraform', 'GCP', 'CI/CD Pipelines', 'Bitbucket', 'Kubernetes', 'YAML', 'Python']"
